,index,title,price,deal,location,shop,url,profit,tmall,mall,brand,pricelevel,province,city
2196,2253.0,2盒口红持久保湿不脱色防水果冻变色唇膏韩国学生款可爱小样套装,9.9,18244.0,浙江 金华,健美创研旗舰店,//detail.tmall.com/item.htm?id=532550658922&ns=1&abbucket=13,180615.6,天猫,商家,其他,0-20,浙江, 金华
2202,2259.0,ZUZU慕尚丝绒雾面哑光口红保湿滋润不易脱色学生款可爱官网唇膏,68.0,145.0,广东 广州,zuzu旗舰店,//detail.tmall.com/item.htm?id=558397996781&ns=1&abbucket=13,9860.0,天猫,商家,其他,60-80,广东, 广州
2214,2271.0,STYLENANDA官方 3CE MOOD RECIPE 第二季 雾感哑光口红MLBB唇膏,125.0,834.0,韩国,stylenanda海外旗舰店,//detail.tmall.com/item.htm?id=560875510642&ns=1&abbucket=13,104250.0,天猫,商家,其他,120-140,韩国,韩国
2219,2276.0,倩碧口红变色龙 宝贝小胖唇膏 清爽保湿持久显色唇彩,160.0,90.0,浙江 杭州,clinique倩碧官方旗舰店,//detail.tmall.com/item.htm?id=43192767058&ns=1&abbucket=13,14400.0,天猫,商家,其他,160-180,浙江, 杭州
2221,2278.0,英树明星柔雾唇膏口红持久保湿不脱色滋润防水正品豆沙姨妈南瓜色,149.0,44.0,浙江 杭州,英树化妆品旗舰店,//detail.tmall.com/item.htm?id=565034788270&ns=1&abbucket=13,6556.0,天猫,商家,其他,140-160,浙江, 杭州
2237,2294.0,包邮美宝莲宝蓓爱炫彩护唇膏持久滋润保湿补水唇彩润唇膏专柜口红,24.9,2824.0,上海,顺祺化妆品专营店,//detail.tmall.com/item.htm?id=19012148760&ns=1&abbucket=13,70317.59999999999,天猫,商家,Maybelline/美宝莲,20-40,上海,上海
2248,2305.0,【官方正品】兰芝双色立体唇膏口红撞色咬唇持久保湿滋润润唇口红,185.0,317.0,浙江 嘉兴,兰芝官方旗舰店,//detail.tmall.com/item.htm?id=524513039417&ns=1&abbucket=13,58645.0,天猫,商家,其他,180-200,浙江, 嘉兴
2251,2308.0,redearth红地球火柴口红持久保湿不脱色不沾杯火柴盒口红抖音口红,19.9,2306.0,上海,redearth红地球官方旗舰店,//detail.tmall.com/item.htm?id=557685476906&ns=1&abbucket=13,45889.399999999994,天猫,商家,其他,0-20,上海,上海
2253,2310.0,MCC彩妆韩国进口唇膏唇彩水润保湿滋润不脱色防水哑光咬唇妆口红,169.0,124.0,浙江 杭州,mcc旗舰店,//detail.tmall.com/item.htm?id=536985173259&ns=1&abbucket=13,20956.0,天猫,商家,其他,160-180,浙江, 杭州
2293,2352.0,欧莱雅纷泽滋润唇膏保湿枫叶红口红南瓜斩男色619正品旗舰店官网,106.0,470.0,上海,欧莱雅悦宁专卖店,//detail.tmall.com/item.htm?id=533189077962&ns=1&abbucket=13,49820.0,天猫,商家,其他,100-120,上海,上海
2308,2367.0,Serge Lutens 芦丹氏唇膏口红2.3g修护唇纹 持久滋润显色 多新色,725.0,19.0,海外,xylife海外专营店,//detail.tmall.com/item.htm?id=537848031536&ns=1&abbucket=13,13775.0,天猫,商家,其他,400以上,海外,海外
2329,2388.0,兰瑟淡彩润唇膏保湿滋润补水女防干裂有色变色持久不脱色口红打底,19.9,1601.0,广东 广州,兰瑟梵可诗专卖店,//detail.tmall.com/item.htm?id=521742317631&ns=1&abbucket=13,31859.899999999998,天猫,商家,其他,0-20,广东, 广州
2335,2394.0,抖音口红小样套装持久保湿不易脱色韩国防水学生款豆沙南瓜色正品,19.9,13305.0,浙江 杭州,素浴旗舰店,//detail.tmall.com/item.htm?id=559785028612&ns=1&abbucket=13,264769.5,天猫,商家,其他,0-20,浙江, 杭州
2343,2402.0,KAKAPARK唇釉不脱色持久保湿滋润防水持久染唇液唇彩口红咬唇妆,29.0,773.0,广东 广州,kakapark旗舰店,//detail.tmall.com/item.htm?id=567526251623&ns=1&abbucket=13,22417.0,天猫,商家,其他,20-40,广东, 广州
2345,2404.0,索菲欧正品咬唇妆口红持久保湿 不易脱色 网红哑光姨妈色唇膏孕妇,168.0,795.0,广东 珠海,索菲欧旗舰店,//detail.tmall.com/item.htm?id=558244788721&ns=1&abbucket=13,133560.0,天猫,商家,其他,160-180,广东, 珠海
2348,2407.0,卡姿兰口红套装组合多色一盒持久保湿不脱色韩国防水口红套装礼盒,99.0,275.0,江苏 常州,卡姿兰诗唯雅专卖店,//detail.tmall.com/item.htm?id=564790356370&ns=1&abbucket=13,27225.0,天猫,商家,其他,80-100,江苏, 常州
2351,2410.0,欧莱雅口红619秋叶色纷泽滋润唇膏持久保湿南瓜色枫叶红RB301 622,105.9,125.0,上海,loreal欧莱雅欧美斯专卖店,//detail.tmall.com/item.htm?id=547776331081&ns=1&abbucket=13,13237.5,天猫,商家,其他,100-120,上海,上海
2353,2412.0,玛丽黛佳唇膏口红小样体验装持久保湿不脱色不沾杯防水旗舰店正品,16.9,2065.0,浙江 温州,妍姿化妆品专营店,//detail.tmall.com/item.htm?id=542258876238&ns=1&abbucket=13,34898.5,天猫,商家,其他,0-20,浙江, 温州
2355,2414.0,【直营】Tom Ford汤姆福特TF Lips & Boys 黑金黑管唇膏/口红2g,239.0,546.0,浙江 杭州,天猫国际官方直营,//detail.tmall.com/item.htm?id=554880169665&ns=1&abbucket=13,130494.0,天猫,商家,Ford/福特,220-240,浙江, 杭州
2356,2415.0,小蜜坊 变色唇膏口红持久保湿不脱色 孕妇可用润唇膏,55.9,2191.0,上海,天猫超市,//detail.tmall.com/item.htm?id=544419110151&ns=1&abbucket=13,122476.9,天猫,商家,其他,40-60,上海,上海
2360,2419.0,泰国原装进口mistine小草莓变色润唇膏女口红防水不易脱色正品2支,39.0,4286.0,江苏 徐州,mistine化妆品旗舰店,//detail.tmall.com/item.htm?id=563922534273&ns=1&abbucket=13,167154.0,天猫,商家,其他,20-40,江苏, 徐州
2362,2421.0,YSL圣罗兰口红黑管镜光滋润唇釉 持久唇彩液体唇膏407/409送礼盒.,269.0,175.0,香港 新界,mytime官方海外旗舰店,//detail.tmall.com/item.htm?id=565139454189&ns=1&abbucket=13,47075.0,天猫,商家,ysl/圣罗兰,260-280,香港, 新界
2365,2424.0,3支装口红持久保湿防水不易脱色学生款可爱韩国豆沙色正品套装不,17.9,27599.0,浙江 金华,健美创研韩莫若专卖店,//detail.tmall.com/item.htm?id=564047810358&ns=1&abbucket=13,494022.1,天猫,商家,其他,0-20,浙江, 金华
2367,2426.0,美康粉黛唇釉 唇油蜜持久保湿不易脱色防水哑光学生染唇液体口红,39.0,8525.0,江苏 南京,美康粉黛旗舰店,//detail.tmall.com/item.htm?id=539378994023&ns=1&abbucket=13,332475.0,天猫,商家,其他,20-40,江苏, 南京
2372,2431.0,The Saem/得鲜香吻按压哑光口红唇膏 滋润唇膏持久姨妈色多色可选,55.0,5828.0,韩国,thesaem官方海外旗舰店,//detail.tmall.com/item.htm?id=524219059509&ns=1&abbucket=13,320540.0,天猫,商家,The Saem/得群,40-60,韩国,韩国
2377,2436.0,巧迪尚惠口红持久保湿不脱色防水不沾杯抖音同款旗舰店正品非小样,18.0,8070.0,江苏 常州,巧迪尚惠尚时美专卖店,//detail.tmall.com/item.htm?id=26466332068&ns=1&abbucket=13,145260.0,天猫,商家,其他,0-20,江苏, 常州
2380,2439.0,CLIO珂莱欧小黑跟诱惑唇膏口红显色不脱色女韩国滋润锁水懒人,160.0,57.0,上海,clio珂莱欧官方旗舰店,//detail.tmall.com/item.htm?id=565002154616&ns=1&abbucket=13,9120.0,天猫,商家,其他,160-180,上海,上海
2389,2448.0,倩碧口红雾面小方唇膏哑光唇釉持久不脱色百变妆容随心搭,175.0,32.0,浙江 杭州,clinique倩碧官方旗舰店,//detail.tmall.com/item.htm?id=44882828697&ns=1&abbucket=13,5600.0,天猫,商家,其他,160-180,浙江, 杭州
2401,2460.0,2支 果冻变色口红持久保湿补水不脱色不沾杯韩国防水温变滋润唇膏,12.9,2635.0,浙江 金华,健美创研三佳专卖店,//detail.tmall.com/item.htm?id=562577492622&ns=1&abbucket=13,33991.5,天猫,商家,其他,0-20,浙江, 金华
2418,2477.0,Chanel/香奈儿口红3.5g丝绒炫亮魅力唇膏Chanel魅力口红43/46,229.0,234.0,香港 新界,芯动力国际海外专营店,//detail.tmall.com/item.htm?id=552831649854&ns=1&abbucket=13,53586.0,天猫,商家,Chanel/香奈儿,220-240,香港, 新界
2420,2479.0,正品Chanel/香奈儿炫亮魅力唇膏丝绒口红3.5g58/43/96/42/99/136,225.0,470.0,香港 新界,美丽聚海外专营店,//detail.tmall.com/item.htm?id=556003570932&ns=1&abbucket=13,105750.0,天猫,商家,Chanel/香奈儿,220-240,香港, 新界
2444,2503.0,欧莱雅欧莱雅丝柔CC轻唇膏口红保湿 滋润 补水持久不脱色正品3g,115.0,134.0,江苏 苏州,欧莱雅彩妆旗舰店,//detail.tmall.com/item.htm?id=563234228956&ns=1&abbucket=13,15410.0,天猫,商家,其他,100-120,江苏, 苏州
2449,2508.0,山庄女孩唇膏保湿滋润补水温变口红持久不易脱色不易沾杯防水唇膏,55.0,117.0,广东 广州,山庄女孩化妆品旗舰店,//detail.tmall.com/item.htm?id=520044745704&ns=1&abbucket=13,6435.0,天猫,商家,其他,40-60,广东, 广州
2455,2514.0,玛丽黛佳口红惊叹水唇膏持久保湿不易脱色果冻唇正品水润粉色学生,103.2,164.0,浙江 温州,润千鸿化妆品专营店,//detail.tmall.com/item.htm?id=565548775558&ns=1&abbucket=13,16924.8,天猫,商家,其他,100-120,浙江, 温州
2466,2525.0,曼秀雷敦修色润唇膏淡彩口红保湿滋润有色护唇豆沙南瓜色不易掉色,69.9,11285.0,广东 广州,曼秀雷敦存泽专卖店,//detail.tmall.com/item.htm?id=561942734333&ns=1&abbucket=13,788821.5000000001,天猫,商家,其他,60-80,广东, 广州
2478,2537.0,BY NANDA水晶果冻变色口红持久滋润保湿唇膏 防水不脱色润唇膏,19.9,12360.0,浙江 杭州,bynanda化妆品旗舰店,//detail.tmall.com/item.htm?id=544429520700&ns=1&abbucket=13,245963.99999999997,天猫,商家,其他,0-20,浙江, 杭州
2485,2544.0,ETUDEHOUSE伊蒂之屋冰淇淋唇釉RD307西瓜红口红爱丽正品4.5g滋润,58.0,939.0,浙江 嘉兴,etudehouse伊蒂之屋旗舰店,//detail.tmall.com/item.htm?id=556107285471&ns=1&abbucket=13,54462.0,天猫,商家,其他,40-60,浙江, 嘉兴
2489,2548.0,Mistine泰国小草莓变色唇膏口红润唇膏持久保湿补水滋润专柜正品,19.0,7854.0,广东 广州,慕恩化妆品专营店,//detail.tmall.com/item.htm?id=559324338571&ns=1&abbucket=13,149226.0,天猫,商家,其他,0-20,广东, 广州
2500,2559.0,佩翘封面玫瑰精油温变唇膏变色防水口红持久保湿滋润不脱色,48.0,442.0,广东 广州,bqcover佩翘封面旗舰店,//detail.tmall.com/item.htm?id=44145710533&ns=1&abbucket=13,21216.0,天猫,商家,其他,40-60,广东, 广州
2512,2571.0,美宝莲口红小灯管唇膏纵情耀绝色持久口红保湿豆沙色西柚色唇膏,89.9,70.0,江苏 南京,瑞驰化妆品专营店,//detail.tmall.com/item.htm?id=559281099129&ns=1&abbucket=13,6293.0,天猫,商家,Maybelline/美宝莲,80-100,江苏, 南京
2515,2574.0,花妍丽口红抖音网红款持久防水不脱色咬唇妆保湿狗唇膏南瓜色韩国,65.0,219.0,广东 广州,faceyarn花妍丽旗舰店,//detail.tmall.com/item.htm?id=556014094478&ns=1&abbucket=13,14235.0,天猫,商家,其他,60-80,广东, 广州
2520,2579.0,卡姿兰口红持久保湿不脱色滋润唇膏小样套装礼盒抖音组合不沾正品,99.0,85.0,安徽 芜湖,芜湖美姿化妆品专营,//detail.tmall.com/item.htm?id=563923190126&ns=1&abbucket=13,8415.0,天猫,商家,其他,80-100,安徽, 芜湖
2525,2584.0,sum37度呼吸唇膏口红保湿滋润补水 苏秘花妍悦色釉彩魅惑唇膏韩国,200.0,99.0,浙江 杭州,sum37官方旗舰店,//detail.tmall.com/item.htm?id=564260511759&ns=1&abbucket=13,19800.0,天猫,商家,其他,200-220,浙江, 杭州
2528,2587.0,卡姿兰口红持久保湿不易脱色沾杯滋润防水唇彩液体唇膏官方正品,99.0,211.0,江苏 南京,卡姿兰恋尚专卖店,//detail.tmall.com/item.htm?id=546845873750&ns=1&abbucket=13,20889.0,天猫,商家,其他,80-100,江苏, 南京
2536,2595.0,卡姿兰口红持久保湿不脱色韩国防水不沾杯学生抖音同款官方店正品,99.0,657.0,江苏 南京,卡姿兰恋尚专卖店,//detail.tmall.com/item.htm?id=42597704460&ns=1&abbucket=13,65043.0,天猫,商家,其他,80-100,江苏, 南京
2540,2599.0,Chanel 香奈儿炫亮魅力印记唇釉口红唇膏 144/140/142/148/152,299.0,24.0,上海,魅力惠官方旗舰店,//detail.tmall.com/item.htm?id=556786911888&ns=1&abbucket=13,7176.0,天猫,商家,Chanel/香奈儿,280-300,上海,上海
2553,2612.0,卡姿兰嘀嗒按压口红保湿不易脱色不易沾杯滋润咬唇妆南瓜色豆沙色,69.0,3711.0,广东 广州,卡姿兰官方旗舰店,//detail.tmall.com/item.htm?id=551489761205&ns=1&abbucket=13,256059.0,天猫,商家,其他,60-80,广东, 广州
2561,2620.0,稚优泉口红小样套装正品保湿不易脱色南瓜奶茶西柚色学生款可爱不,69.9,1169.0,上海,稚优泉化妆品旗舰店,//detail.tmall.com/item.htm?id=549428885691&ns=1&abbucket=13,81713.1,天猫,商家,Chioture/稚优泉,60-80,上海,上海
2570,2630.0,Tom Ford汤姆福特TF春季限量白管口红唇膏 显色滋润03/04/05/07#,285.0,172.0,香港 新界,骏然海外专营店,//detail.tmall.com/item.htm?id=546066662494&ns=1&abbucket=13,49020.0,天猫,商家,Ford/福特,280-300,香港, 新界
2579,2639.0,Amy/安美口红持久保湿不脱色防水咬唇妆哑光雾面唇膏豆沙色姨妈色,59.9,1903.0,广东 广州,amy安美化妆品旗舰店,//detail.tmall.com/item.htm?id=564987104923&ns=1&abbucket=13,113989.7,天猫,商家,其他,40-60,广东, 广州
2585,2645.0,【直营】Dior迪奥 金艳幻彩唇膏真彩定制唇膏口红3.5g,269.0,290.0,浙江 杭州,天猫国际官方直营,//detail.tmall.com/item.htm?id=558650948348&ns=1&abbucket=13,78010.0,天猫,商家,Dior/迪奥,260-280,浙江, 杭州
2587,2647.0,日本原装 CANMAKE高保湿防晒唇膏口红女滋润补水不易脱色不卡纹,52.0,572.0,香港 新界,阿部药妆海外旗舰店,//detail.tmall.com/item.htm?id=546026521085&ns=1&abbucket=13,29744.0,天猫,商家,其他,40-60,香港, 新界
2593,2653.0,玛丽黛佳口红原色唇膏持久保湿不脱色星空唇补水咬唇妆小样正品,79.2,94.0,广东 佛山,兴美化妆品专营店,//detail.tmall.com/item.htm?id=22375451355&ns=1&abbucket=13,7444.8,天猫,商家,其他,60-80,广东, 佛山
2598,2658.0,【买2送1】2018限量口红不易脱色保湿防水顾里色小辣椒南瓜正红色,39.0,209.0,浙江 杭州,gnmn旗舰店,//detail.tmall.com/item.htm?id=566061286841&ns=1&abbucket=13,8151.0,天猫,商家,其他,20-40,浙江, 杭州
2600,2660.0,【3支装】口红持久保湿不脱色防水唇膏韩国学生款可爱豆沙斩男色,16.8,2562.0,浙江 金华,健美创研三佳专卖店,//detail.tmall.com/item.htm?id=561027012330&ns=1&abbucket=13,43041.6,天猫,商家,其他,0-20,浙江, 金华
2603,2663.0,B. by BANILA芭妮兰丝绒雾面慕斯唇釉口红不脱色保湿专柜同款正品,98.0,378.0,上海,芭妮兰官方旗舰店,//detail.tmall.com/item.htm?id=563440010652&ns=1&abbucket=13,37044.0,天猫,商家,其他,80-100,上海,上海
2607,2667.0,卡姿兰口红套装持久保湿不脱色韩国组盒装多色一盒小样抖音唇釉,79.0,1180.0,广东 广州,卡姿兰丽尚专卖店,//detail.tmall.com/item.htm?id=556483926543&ns=1&abbucket=13,93220.0,天猫,商家,其他,60-80,广东, 广州
2608,2668.0,俪兰口红持久保湿滋润不脱色防水豆沙色琉金西柚色咬唇,39.9,1311.0,上海,leelan旗舰店,//detail.tmall.com/item.htm?id=540386892265&ns=1&abbucket=13,52308.9,天猫,商家,其他,20-40,上海,上海
2611,2671.0,Tom Ford TF汤姆福特黑金黑管唇膏口红一抹丰盈饱满 遮盖力爆表,355.0,127.0,海外,xylife海外专营店,//detail.tmall.com/item.htm?id=539956465426&ns=1&abbucket=13,45085.0,天猫,商家,Ford/福特,340-360,海外,海外
2619,2679.0,Dior/迪奥烈焰蓝金唇膏口红3.5g 999/888/080 持久保湿不脱色.,299.0,185.0,香港 九龙,mytime官方海外旗舰店,//detail.tmall.com/item.htm?id=563835584038&ns=1&abbucket=13,55315.0,天猫,商家,Dior/迪奥,280-300,香港, 九龙
2622,2682.0,BOB温变唇膏持久保湿不易脱色变色口红防水非韩国学生款抖音唇彩,29.9,798.0,广东 广州,bob依碧专卖店,//detail.tmall.com/item.htm?id=527559802424&ns=1&abbucket=13,23860.199999999997,天猫,商家,其他,20-40,广东, 广州
2637,2697.0,凯芙兰按压口红持久保湿不脱色防水不沾杯春夏热销色学生款正品,59.0,5459.0,广东 广州,凯芙兰旗舰店,//detail.tmall.com/item.htm?id=561633635620&ns=1&abbucket=13,322081.0,天猫,商家,其他,40-60,广东, 广州
2641,2701.0,MAC/魅可作妖色 正品子弹头口红唇膏人鱼姬独角兽的眼泪soft hint,170.0,491.0,浙江 杭州,mac魅可官方旗舰店,//detail.tmall.com/item.htm?id=549358593515&ns=1&abbucket=13,83470.0,天猫,商家,MAC/魅可,160-180,浙江, 杭州
2645,2705.0,欧莱雅口红网红纷泽琉金唇膏G101鎏金金色姨妈人鱼姬色专柜正品,106.0,703.0,上海,欧莱雅美洁金信专卖店,//detail.tmall.com/item.htm?id=544334246696&ns=1&abbucket=13,74518.0,天猫,商家,其他,100-120,上海,上海
2648,2708.0,魔后十二星座系列唇膏口红持久滋润保湿不脱色不沾杯防水孕妇可用,128.0,185.0,上海,魔后旗舰店,//detail.tmall.com/item.htm?id=547027570650&ns=1&abbucket=13,23680.0,天猫,商家,其他,120-140,上海,上海
2651,2711.0,海淘同款 欧莱雅口红纷泽琉金唇膏 人鱼姬姨妈色百搭金色正红色,125.0,1366.0,上海,欧莱雅官方旗舰店,//detail.tmall.com/item.htm?id=541067077082&ns=1&abbucket=13,170750.0,天猫,商家,其他,120-140,上海,上海
2653,2713.0,阿芙molly润彩戒指口红保湿滋润防水不易脱色掉色初学者微闪口红,129.0,206.0,北京,阿芙官方旗舰店,//detail.tmall.com/item.htm?id=562146543158&ns=1&abbucket=13,26574.0,天猫,商家,其他,120-140,北京,北京
2659,2719.0,霞飞口红丝滑恒润唇膏持久保湿滋润不易掉脱色哑光咬唇妆专柜正品,25.8,297.0,江苏 南通,霞飞上海专卖店,//detail.tmall.com/item.htm?id=43909372565&ns=1&abbucket=13,7662.6,天猫,商家,其他,20-40,江苏, 南通
2661,2721.0,Anna sui/安娜苏 星彩唇膏日本多色持久滋润保湿不掉色持妆口红3g,168.0,97.0,上海,魅力惠官方旗舰店,//detail.tmall.com/item.htm?id=548443605791&ns=1&abbucket=13,16296.0,天猫,商家,其他,160-180,上海,上海
2665,2725.0,买一送一瑜然美双色口红人鱼姬鎏金持久保湿不脱色抖音咬唇妆孕妇,79.0,129.0,广东 广州,瑜然美化妆品旗舰店,//detail.tmall.com/item.htm?id=552781532802&ns=1&abbucket=13,10191.0,天猫,商家,其他,60-80,广东, 广州
2685,2746.0,paul&joe水嫩透亮瑰丽自然口红不掉色 猫咪保湿修护唇彩猫头唇膏,260.0,82.0,香港 九龙,pauljoe海外旗舰店,//detail.tmall.com/item.htm?id=557963888560&ns=1&abbucket=13,21320.0,天猫,商家,其他,260-280,香港, 九龙
2690,2751.0,Dior/迪奥烈艳蓝金口红CD烈焰蓝金唇膏999哑光 滋润888/520/080,215.0,31.0,香港 新界,盈彩海外专营店,//detail.tmall.com/item.htm?id=545490516565&ns=1&abbucket=13,6665.0,天猫,商家,Dior/迪奥,200-220,香港, 新界
2694,2755.0,minilab烧瓶口红保湿唇膏不脱色鎏金人鱼姬豆沙色不沾杯咬唇,89.0,204.0,广东 广州,迷你化妆品旗舰店,//detail.tmall.com/item.htm?id=562276818099&ns=1&abbucket=13,18156.0,天猫,商家,其他,80-100,广东, 广州
2695,2756.0,卡姿兰口红唇膏 持久保湿不脱色韩国防水学生款可爱正品抖音同款,55.0,525.0,北京,卡姿兰瑞鼎诚专卖店,//detail.tmall.com/item.htm?id=43377896645&ns=1&abbucket=13,28875.0,天猫,商家,其他,40-60,北京,北京
2696,2757.0,伊蒂之屋甜蜜之恋晶莹炫彩唇膏口红3.4g滋润BE109爱丽官方正品,98.0,268.0,浙江 嘉兴,etudehouse伊蒂之屋旗舰店,//detail.tmall.com/item.htm?id=535939755680&ns=1&abbucket=13,26264.0,天猫,商家,其他,80-100,浙江, 嘉兴
2697,2758.0,茹妆自由弹力精油唇蜜乳保湿滋润唇釉唇乳唇膏口红咬唇妆专柜正品,44.9,211.0,湖南 长沙,rojank茹妆千珏专卖店,//detail.tmall.com/item.htm?id=535571602115&ns=1&abbucket=13,9473.9,天猫,商家,其他,40-60,湖南, 长沙
2704,2765.0,Revlon/露华浓 丽采炫亮唇膏 黑管口红持久保湿滋润 玻璃咬唇妆,49.0,142.0,香港 香港岛,ekoplaza官方海外旗舰店,//detail.tmall.com/item.htm?id=561025258437&ns=1&abbucket=13,6958.0,天猫,商家,其他,40-60,香港, 香港岛
2717,2778.0,哑光口红持久保湿不脱色韩国防水姨妈色豆沙学生咬唇妆正品不沾杯,29.9,3056.0,广东 广州,妮欧瓦旗舰店,//detail.tmall.com/item.htm?id=523837219635&ns=1&abbucket=13,91374.4,天猫,商家,其他,20-40,广东, 广州
2720,2781.0,兰瑟口红持久保湿不脱色不沾杯韩国防水不掉色姨妈色化妆品旗舰店,64.8,163.0,江苏 南京,lansur兰瑟隽穆专卖店,//detail.tmall.com/item.htm?id=536541932517&ns=1&abbucket=13,10562.4,天猫,商家,其他,60-80,江苏, 南京
2727,2789.0,bourjois/妙巴黎唇色编辑口红3.5g 持久保湿滋润不脱色咬唇妆唇膏,159.0,232.0,浙江 杭州,妙巴黎旗舰店,//detail.tmall.com/item.htm?id=556965915521&ns=1&abbucket=13,36888.0,天猫,商家,其他,140-160,浙江, 杭州
2728,2790.0,美宝莲口红小样正品大红色不脱色持久保湿防水唇膏专柜品牌粉裸色,29.9,630.0,上海,吾悦化妆品专营店,//detail.tmall.com/item.htm?id=559159128314&ns=1&abbucket=13,18837.0,天猫,商家,Maybelline/美宝莲,20-40,上海,上海
2730,2792.0,妮维雅润唇膏保湿滋润补水男女抖音口红学生防干裂官方旗舰店官网,19.9,3234.0,江苏 苏州,妮维雅尚之美专卖店,//detail.tmall.com/item.htm?id=532008935828&ns=1&abbucket=13,64356.6,天猫,商家,其他,0-20,江苏, 苏州
2735,2797.0,卡姿兰口红持久保湿不脱色韩国学生款防水抖音同款星空正品限量版,99.0,64.0,广东 广州,乐阳化妆品专营店,//detail.tmall.com/item.htm?id=528369662723&ns=1&abbucket=13,6336.0,天猫,商家,其他,80-100,广东, 广州
2738,2800.0,Nars 纳斯 纵欲惹火口红4.2g 经典黑管唇膏 持久显色 多色可选,255.0,62.0,海外,xylife海外专营店,//detail.tmall.com/item.htm?id=565086914091&ns=1&abbucket=13,15810.0,天猫,商家,其他,240-260,海外,海外
2741,2803.0,Dior/迪奥魅惑唇蜜套装 魅惑丰唇蜜6ml+魅惑润唇蜜唇膏口红,399.0,74.0,北京,雅思丽莎化妆品专营店,//detail.tmall.com/item.htm?id=536449499872&ns=1&abbucket=13,29526.0,天猫,商家,Dior/迪奥,380-400,北京,北京
2748,2810.0,雅邦黑管国产口红豆沙色持久保湿不脱色不沾杯不掉色孕妇唇膏正品,26.9,25723.0,广东 深圳,雅邦化妆品旗舰店,//detail.tmall.com/item.htm?id=522861449782&ns=1&abbucket=13,691948.7,天猫,商家,其他,20-40,广东, 深圳
2752,2814.0,卡姿兰口红花卉彩色润唇膏持久保湿滋润补水不脱色学生少女心正品,25.0,634.0,安徽 合肥,采果化妆品专营店,//detail.tmall.com/item.htm?id=548567615067&ns=1&abbucket=13,15850.0,天猫,商家,其他,20-40,安徽, 合肥
2755,2817.0,御泥坊挚爱红天然口红持久保湿不易脱色不易沾杯滋润十色唇膏正品,99.0,280.0,湖南 长沙,御泥坊旗舰店,//detail.tmall.com/item.htm?id=563273108955&ns=1&abbucket=13,27720.0,天猫,商家,其他,80-100,湖南, 长沙
2764,2826.0,Anna sui/安娜苏星彩唇膏小羊皮禁忌之吻漆光霓虹口红唇釉红管,179.0,29.0,北京,法丽莎化妆品专营,//detail.tmall.com/item.htm?id=564817425965&ns=1&abbucket=13,5191.0,天猫,商家,其他,160-180,北京,北京
2768,2830.0,卡姿兰口红套装持久保湿不脱色韩国防水不沾杯哑光抖音同款正品,99.0,112.0,安徽 合肥,采果化妆品专营店,//detail.tmall.com/item.htm?id=565462006920&ns=1&abbucket=13,11088.0,天猫,商家,其他,80-100,安徽, 合肥
2791,2853.0,玛丽黛佳口红持久保湿不脱色不沾杯韩国防水旗舰店小样套装正品,49.0,756.0,广东 广州,兴美化妆品专营店,//detail.tmall.com/item.htm?id=557300825508&ns=1&abbucket=13,37044.0,天猫,商家,其他,40-60,广东, 广州
2795,2857.0,美国nars口红纵欲惹火唇膏ANITA/JANE/VERA 豆沙色土橘色,169.0,283.0,香港 香港岛,钤濎行海外专营店,//detail.tmall.com/item.htm?id=555108292690&ns=1&abbucket=13,47827.0,天猫,商家,其他,160-180,香港, 香港岛
2809,2871.0,资生堂悠莱官方旗舰店正品魅彩丝柔唇膏口红保湿滋润红色淡化唇纹,85.0,35.0,上海,朵漫化妆品专营店,//detail.tmall.com/item.htm?id=553306894043&ns=1&abbucket=13,2975.0,天猫,商家,其他,80-100,上海,上海
2814,2876.0,卡婷口红小样套装持久保湿不脱色车厘子色一盒10支迷你学生款可爱,159.0,507.0,广东 广州,卡婷旗舰店,//detail.tmall.com/item.htm?id=564679748639&ns=1&abbucket=13,80613.0,天猫,商家,其他,140-160,广东, 广州
2821,2884.0,春春同款欧莱雅口红纷泽滋润唇膏豆沙南瓜色泽持久保湿 M406 619,98.0,97.0,上海,欧莱雅俪澜专卖店,//detail.tmall.com/item.htm?id=557446406889&ns=1&abbucket=13,9506.0,天猫,商家,其他,80-100,上海,上海
2822,2885.0,蓝色之恋口红持久保湿不脱色咬唇学生款正品防水按压式口红非韩国,39.9,1412.0,广东 广州,蓝色之恋旗舰店,//detail.tmall.com/item.htm?id=538595496276&ns=1&abbucket=13,56338.799999999996,天猫,商家,其他,20-40,广东, 广州
2829,2892.0,HEXZE韩熙贞口红持久保湿不易脱色不韩国防水旗舰店学生款可爱,39.9,572.0,上海,韩熙贞驿成专卖店,//detail.tmall.com/item.htm?id=523928270847&ns=1&abbucket=13,22822.8,天猫,商家,其他,20-40,上海,上海
2846,2909.0,美宝莲唇膏保湿滋润补水防干裂口红持久补水不易脱色润唇膏有色,26.9,2289.0,上海,美宝莲欧美斯专卖店,//detail.tmall.com/item.htm?id=557894547515&ns=1&abbucket=13,61574.1,天猫,商家,Maybelline/美宝莲,20-40,上海,上海
2853,2917.0,晶彩纷泽琉金唇膏人鱼姬鎏金色持久滋润保湿流闪金狗抖音口红正品,29.0,190.0,广东 汕头,冰之恋化妆品旗舰店,//detail.tmall.com/item.htm?id=564227754847&ns=1&abbucket=13,5510.0,天猫,商家,其他,20-40,广东, 汕头
