,index,title,price,deal,location,shop,url,profit,tmall,mall,brand,pricelevel,province,city
1544,1591.0,巴黎欧莱雅唇釉口红唇彩307 枫叶红狂想曲纷泽琉光202旗舰店官网,99.0,874.0,上海,欧莱雅美洁金信专卖店,//detail.tmall.com/item.htm?id=547030708291&ns=1&abbucket=13,86526.0,天猫,商家,其他,80-100,上海,上海
1553,1600.0,梵家限量口红持久保湿不易脱色滋润咬唇膏孕妇可用斩男豆沙色正品,70.0,919.0,上海,梵家旗舰店,//detail.tmall.com/item.htm?id=536782047825&ns=1&abbucket=13,64330.0,天猫,商家,其他,60-80,上海,上海
1556,1603.0,卡婷口红套装组合装多色一盒礼盒正品哑光南瓜梅子色迷你口红小样,99.0,6418.0,广东 广州,卡婷旗舰店,//detail.tmall.com/item.htm?id=557879872705&ns=1&abbucket=13,635382.0,天猫,商家,其他,80-100,广东, 广州
1559,1606.0,MAC/魅可液体唇膏唇釉口红持久唇彩雾面滋润哑光持久,210.0,965.0,浙江 杭州,mac魅可官方旗舰店,//detail.tmall.com/item.htm?id=546674972985&ns=1&abbucket=13,202650.0,天猫,商家,MAC/魅可,200-220,浙江, 杭州
1563,1610.0,兰瑟口红持久保湿不脱色韩国防水不沾杯 颜控口红正品豆沙色唇膏,135.0,70.0,广东 广州,兰瑟梵可诗专卖店,//detail.tmall.com/item.htm?id=545822043650&ns=1&abbucket=13,9450.0,天猫,商家,其他,120-140,广东, 广州
1571,1618.0,美宝莲口红绝色持久唇膏 裸色口红丰唇唇彩 滋润保湿 官方正品,85.0,152.0,上海,美宝莲欧美斯专卖店,//detail.tmall.com/item.htm?id=535337395288&ns=1&abbucket=13,12920.0,天猫,商家,Maybelline/美宝莲,80-100,上海,上海
1573,1620.0,自制口红材料包diy纯手工唇膏原料新手套餐新手自己做口红套装,15.1,1362.0,河南 新乡,若萱旗舰店,//detail.tmall.com/item.htm?id=549420018140&ns=1&abbucket=13,20566.2,天猫,商家,其他,0-20,河南, 新乡
1586,1634.0,御泥坊一吻定情咬唇膏口红水润保湿不易脱色滋润懒人唇形正品,49.9,244.0,湖南 长沙,御泥坊旗舰店,//detail.tmall.com/item.htm?id=558899580556&ns=1&abbucket=13,12175.6,天猫,商家,其他,40-60,湖南, 长沙
1592,1640.0,REC色界哑光唇膏正品雾面丝绒口红持久显色补水滋润保湿,128.0,408.0,广东 广州,rec化妆品旗舰店,//detail.tmall.com/item.htm?id=552165272589&ns=1&abbucket=13,52224.0,天猫,商家,其他,120-140,广东, 广州
1594,1642.0,梵家变色唇膏女持久保湿滋润补水口红不脱色学生防干裂唇彩咬唇妆,70.0,704.0,上海,梵家旗舰店,//detail.tmall.com/item.htm?id=553265344754&ns=1&abbucket=13,49280.0,天猫,商家,其他,60-80,上海,上海
1595,1643.0,毛戈平魅色凝润唇膏口红持久保湿滋润不脱色,260.0,20.0,浙江 杭州,mgpin毛戈平旗舰店,//detail.tmall.com/item.htm?id=555294011778&ns=1&abbucket=13,5200.0,天猫,商家,其他,260-280,浙江, 杭州
1605,1653.0,[限量版]sum37度呼吸花瓣发酵口红持久保湿不脱色 苏秘唇膏韩国女,280.0,177.0,浙江 杭州,sum37官方旗舰店,//detail.tmall.com/item.htm?id=565863196640&ns=1&abbucket=13,49560.0,天猫,商家,其他,280-300,浙江, 杭州
1611,1659.0,SUHU/尚惠蜜语心机唇膏口红保湿滋润不易脱色咬唇妆防水持久,118.0,119.0,广东 广州,suhu尚惠旗舰店,//detail.tmall.com/item.htm?id=544514748245&ns=1&abbucket=13,14042.0,天猫,商家,其他,100-120,广东, 广州
1613,1661.0,李宇春同款欧莱雅银光棒口红纷泽溢彩釉光唇膏固体唇釉920 916,135.0,2642.0,江苏 苏州,欧莱雅彩妆旗舰店,//detail.tmall.com/item.htm?id=563368921016&ns=1&abbucket=13,356670.0,天猫,商家,其他,120-140,江苏, 苏州
1626,1674.0,memebox/IMMEME我爱哑光甜心气垫唇釉2.5g按压式咬唇妆口红送正装,89.0,636.0,上海,immeme旗舰店,//detail.tmall.com/item.htm?id=562814561434&ns=1&abbucket=13,56604.0,天猫,商家,其他,80-100,上海,上海
1649,1698.0,安娜苏星彩唇膏持久滋润保湿不掉色持妆口红3g 旗舰店正品包邮,270.0,122.0,上海,annasui安娜苏官方旗舰店,//detail.tmall.com/item.htm?id=546060756471&ns=1&abbucket=13,32940.0,天猫,商家,其他,260-280,上海,上海
1680,1731.0,卡婷吻我唇膏口红正品持久保湿不易脱色南瓜西柚色姨妈豆沙颜控不,89.0,96.0,广东 广州,卡婷旗舰店,//detail.tmall.com/item.htm?id=39428471556&ns=1&abbucket=13,8544.0,天猫,商家,其他,80-100,广东, 广州
1695,1746.0,COLORSEED多情的种子字母少女心口红不易脱色滋润亮丽多彩,99.0,243.0,上海,colorseed旗舰店,//detail.tmall.com/item.htm?id=550244888729&ns=1&abbucket=13,24057.0,天猫,商家,其他,80-100,上海,上海
1698,1749.0,正品韩国bbia口红丝绒雾面哑光口红3.2g持久显色咬唇妆9/13/14,49.0,2967.0,香港 新界,芯动力国际海外专营店,//detail.tmall.com/item.htm?id=527592556333&ns=1&abbucket=13,145383.0,天猫,商家,其他,40-60,香港, 新界
1719,1770.0,双色口红持久保湿不脱色不沾杯防水渐变学生款咬唇妆滋润唇膏正品,29.9,250.0,广东 广州,肌肤之食旗舰店,//detail.tmall.com/item.htm?id=535905940563&ns=1&abbucket=13,7475.0,天猫,商家,其他,20-40,广东, 广州
1723,1774.0,Dior迪奥魅惑釉唇膏口红固体漆光黑管唇釉,239.0,70.0,广东 深圳,千色店旗舰店,//detail.tmall.com/item.htm?id=557316004499&ns=1&abbucket=13,16730.0,天猫,商家,Dior/迪奥,220-240,广东, 深圳
1724,1775.0,[王源热推]欧莱雅恒放溢彩雾感唇釉口红唇膏唇蜜唇彩314小蛮腰,105.0,2079.0,上海,欧莱雅官方旗舰店,//detail.tmall.com/item.htm?id=558489933338&ns=1&abbucket=13,218295.0,天猫,商家,其他,100-120,上海,上海
1726,1777.0,美宝莲好气色轻唇膏咬唇妆 食品级持久保湿三色咬唇美宝莲口红,88.0,56.0,黑龙江 哈尔滨,颐央化妆品专营店,//detail.tmall.com/item.htm?id=547358851193&ns=1&abbucket=13,4928.0,天猫,商家,Maybelline/美宝莲,80-100,黑龙江, 哈尔滨
1732,1783.0,HOLD LIVE轻盈丝绒唇釉 哑光番茄棕橘红干玫瑰豆沙梅子色液体口红,39.0,11815.0,江苏 苏州,holdlive旗舰店,//detail.tmall.com/item.htm?id=564067729639&ns=1&abbucket=13,460785.0,天猫,商家,其他,20-40,江苏, 苏州
1741,1793.0,正品包邮Revlon露华浓口红丽彩炫亮黑管唇膏持久保湿滋润225 750,49.0,3761.0,香港 新界,lecosme海外专营店,//detail.tmall.com/item.htm?id=566068034492&ns=1&abbucket=13,184289.0,天猫,商家,其他,40-60,香港, 新界
1742,1794.0,TomFord 汤姆福特tf口红唇膏黑管保湿持久16 80 15 20白管07 05,292.0,418.0,香港 九龙,memebox海外旗舰店,//detail.tmall.com/item.htm?id=566288714733&ns=1&abbucket=13,122056.0,天猫,商家,Ford/福特,280-300,香港, 九龙
1747,1799.0,欧莱雅纷泽丰润雾感唇膏哑光唇彩口红防水持久保湿不脱色不沾杯,125.0,533.0,江苏 苏州,欧莱雅彩妆旗舰店,//detail.tmall.com/item.htm?id=563512371828&ns=1&abbucket=13,66625.0,天猫,商家,其他,120-140,江苏, 苏州
1750,1802.0,【超品预售】娇兰口红小黑裙甜漾唇膏 欢乐颂曲筱绡同款 保湿滋润,250.0,359.0,上海,guerlain娇兰官方旗舰店,//detail.tmall.com/item.htm?id=543002069101&ns=1&abbucket=13,89750.0,天猫,商家,其他,240-260,上海,上海
1756,1808.0,美宝莲小灯管口红灯泡唇膏唇釉保湿123梅子水红奶茶色官方旗舰店,79.0,1315.0,广东 广州,美宝莲恒骊祥专卖店,//detail.tmall.com/item.htm?id=558703176572&ns=1&abbucket=13,103885.0,天猫,商家,Maybelline/美宝莲,60-80,广东, 广州
1758,1810.0,曼秀雷敦口红持久保湿不脱色不沾杯防水姨妈色豆沙色滋润学生唇膏,99.9,2675.0,广东 广州,曼秀雷敦存泽专卖店,//detail.tmall.com/item.htm?id=556850525591&ns=1&abbucket=13,267232.5,天猫,商家,其他,80-100,广东, 广州
1762,1814.0,兰瑟吃豆人唇妆套装组合6支唇膏西柚色学生款咬唇妆口红小样正品,79.0,5715.0,广东 广州,兰瑟化妆品旗舰店,//detail.tmall.com/item.htm?id=548429427752&ns=1&abbucket=13,451485.0,天猫,商家,其他,60-80,广东, 广州
1766,1818.0,卡姿兰口红持久保湿不脱色不沾杯韩国星空防水抖音同款学生款正品,55.0,702.0,安徽 芜湖,卡姿兰美诗专卖店,//detail.tmall.com/item.htm?id=19322366326&ns=1&abbucket=13,38610.0,天猫,商家,其他,40-60,安徽, 芜湖
1769,1821.0,MENOW美诺哑光口红雾面玫瑰精油唇膏不易沾杯持久保湿不易脱色,59.0,19900.0,广东 汕头,美诺旗舰店,//detail.tmall.com/item.htm?id=561035363137&ns=1&abbucket=13,1174100.0,天猫,商家,其他,40-60,广东, 汕头
1770,1822.0,自然堂炫彩盈润唇膏 学生保湿滋润持久多色性感显色口红少女彩妆,84.0,262.0,上海,自然堂旗舰店,//detail.tmall.com/item.htm?id=43469966875&ns=1&abbucket=13,22008.0,天猫,商家,其他,80-100,上海,上海
1784,1837.0,伊蒂之屋甜蜜之恋瓷釉唇膏口红滋润持妆显色爱丽RD307官方正品,98.0,177.0,浙江 嘉兴,etudehouse伊蒂之屋旗舰店,//detail.tmall.com/item.htm?id=544377484232&ns=1&abbucket=13,17346.0,天猫,商家,其他,80-100,浙江, 嘉兴
1785,1838.0,【4月聚】兰芝绝色丝润唇膏 保湿滋润 持久显色口红不易脱色,205.0,618.0,浙江 嘉兴,兰芝官方旗舰店,//detail.tmall.com/item.htm?id=562776981957&ns=1&abbucket=13,126690.0,天猫,商家,其他,200-220,浙江, 嘉兴
1786,1839.0,BOB正品口红持久保湿唇膏套装组合套盒小样不易脱色豆沙礼盒装不,59.0,2364.0,广东 广州,bob旗舰店,//detail.tmall.com/item.htm?id=560634782902&ns=1&abbucket=13,139476.0,天猫,商家,其他,40-60,广东, 广州
1789,1842.0,Chanel/香奈儿 炫亮魅力唇膏丝绒系列口红#43/99/136/42 3.5g,299.0,88.0,上海,魅力惠官方旗舰店,//detail.tmall.com/item.htm?id=556728370801&ns=1&abbucket=13,26312.0,天猫,商家,Chanel/香奈儿,280-300,上海,上海
1790,1843.0,【旗舰店直营正品】口红持久保湿不脱色不沾杯防水宝杖口红,54.5,15020.0,浙江 杭州,亨跃旗舰店,//detail.tmall.com/item.htm?id=564461365271&ns=1&abbucket=13,818590.0,天猫,商家,其他,40-60,浙江, 杭州
1794,1847.0,玛丽黛佳唇釉不脱色持久保湿滋润防水唇彩旗舰店正品口红小样套装,49.0,1633.0,广东 佛山,兴美化妆品专营店,//detail.tmall.com/item.htm?id=532564725002&ns=1&abbucket=13,80017.0,天猫,商家,其他,40-60,广东, 佛山
1800,1853.0,雅诗兰黛唇膏口红倾慕唇膏 持久保湿 防水不脱色 滋润补水豆沙色,270.0,401.0,浙江 杭州,雅诗兰黛官方旗舰店,//detail.tmall.com/item.htm?id=39041454506&ns=1&abbucket=13,108270.0,天猫,商家,其他,260-280,浙江, 杭州
1802,1855.0,TOM FORD 汤姆福特口红黑金黑管唇膏BOYS系列tf口红2g 07#16#,199.0,323.0,香港 九龙,梓薇国际海外专营店,//detail.tmall.com/item.htm?id=558155484229&ns=1&abbucket=13,64277.0,天猫,商家,Ford/福特,180-200,香港, 九龙
1817,1870.0,巧迪尚惠狗抖音口红持久保湿不脱色非韩国防水橘色学生可爱旗舰店,36.0,481.0,北京,巧迪尚惠天赐宏图专卖店,//detail.tmall.com/item.htm?id=41049787468&ns=1&abbucket=13,17316.0,天猫,商家,其他,20-40,北京,北京
1820,1873.0,【周年庆】Whoo后唇膏 拱辰享美平纹润唇膏3.3g 滋润保湿口红,240.0,328.0,江苏 苏州,后官方旗舰店,//detail.tmall.com/item.htm?id=525767059472&ns=1&abbucket=13,78720.0,天猫,商家,其他,240-260,江苏, 苏州
1824,1877.0,EA胡萝卜素健康口红持久保湿不易脱色滋润不粘杯变色孕妇唇膏正品,99.0,2300.0,广东 广州,ea旗舰店,//detail.tmall.com/item.htm?id=561026147241&ns=1&abbucket=13,227700.0,天猫,商家,其他,80-100,广东, 广州
1849,1902.0,阿芙精油口红润色唇膏持久保湿滋润不易脱色女学生官方旗舰店正品,83.0,106.0,浙江 杭州,阿芙悠奇专卖店,//detail.tmall.com/item.htm?id=540012539033&ns=1&abbucket=13,8798.0,天猫,商家,其他,80-100,浙江, 杭州
1859,1912.0,玛丽黛佳惊叹水唇膏口红持久保湿不容易脱色果冻唇粉色学生正品,128.0,1333.0,江苏 苏州,玛丽黛佳旗舰店,//detail.tmall.com/item.htm?id=562602166211&ns=1&abbucket=13,170624.0,天猫,商家,其他,120-140,江苏, 苏州
1874,1927.0,wet n wild湿又野哑光口红豆沙色自然裸妆不脱色不沾杯,29.0,3165.0,上海,wetnwild旗舰店,//detail.tmall.com/item.htm?id=550224085793&ns=1&abbucket=13,91785.0,天猫,商家,其他,20-40,上海,上海
1876,1929.0,【6支装】口红持久保湿不脱色防水唇膏韩国学生款可爱正品豆沙色,19.9,2536.0,浙江 杭州,健美创研力亿专卖店,//detail.tmall.com/item.htm?id=563623293820&ns=1&abbucket=13,50466.399999999994,天猫,商家,其他,0-20,浙江, 杭州
1895,1948.0,雅邦黑管口红持久保湿不易脱色梅子色姨妈南瓜西柚色网红哑光唇膏,19.9,7056.0,上海,君晟世纪化妆品专营,//detail.tmall.com/item.htm?id=552808854970&ns=1&abbucket=13,140414.4,天猫,商家,其他,0-20,上海,上海
1914,1967.0,资生堂 Za/姬芮 恒彩娇艳唇膏3.5g 唇膏口红持久保湿雾面玫瑰纯魅,98.0,86.0,上海,za姬芮官方旗舰店,//detail.tmall.com/item.htm?id=43656888537&ns=1&abbucket=13,8428.0,天猫,商家,其他,80-100,上海,上海
1915,1968.0,【直营】Anna sui安娜苏 星彩星星唇膏口红3g,189.0,260.0,浙江 杭州,天猫国际官方直营,//detail.tmall.com/item.htm?id=547747089624&ns=1&abbucket=13,49140.0,天猫,商家,其他,180-200,浙江, 杭州
1919,1972.0,意大利KIKO新款小黑管口红豆沙色4系 持久保湿不脱色唇膏#407,55.0,2097.0,香港 九龙,汇美社海外专营店,//detail.tmall.com/item.htm?id=562056428320&ns=1&abbucket=13,115335.0,天猫,商家,其他,40-60,香港, 九龙
1922,1975.0,胡萝卜素果冻口红持久保湿韩国防水不脱色沾杯变色孕妇学生润唇膏,34.9,4177.0,广东 广州,妮雅丝化妆品旗舰店,//detail.tmall.com/item.htm?id=547838615713&ns=1&abbucket=13,145777.3,天猫,商家,其他,20-40,广东, 广州
1926,1979.0,HOLD LIVE小辣椒南瓜色口红哑光丝绒雾面脏橘土橘砖红豆沙色唇膏,19.0,7184.0,江苏 苏州,holdlive旗舰店,//detail.tmall.com/item.htm?id=551205350948&ns=1&abbucket=13,136496.0,天猫,商家,其他,0-20,江苏, 苏州
1932,1985.0,兰瑟3D唇膏口红咬唇妆学生款滋润豆沙色西柚色微珠光不易沾杯正品,35.0,2450.0,广东 广州,兰瑟化妆品旗舰店,//detail.tmall.com/item.htm?id=22676532061&ns=1&abbucket=13,85750.0,天猫,商家,其他,20-40,广东, 广州
1936,1989.0,【直营】3CE情调配方系列复古雾面口红/唇膏 3.5克 南瓜色,109.0,706.0,浙江 杭州,天猫国际官方直营,//detail.tmall.com/item.htm?id=556017499210&ns=1&abbucket=13,76954.0,天猫,商家,其他,100-120,浙江, 杭州
1937,1990.0,哑光丝绒雾面口红正品持久保湿不脱色不沾杯韩国防水姨妈色复古红,39.9,1560.0,上海,colourfeel旗舰店,//detail.tmall.com/item.htm?id=561120661609&ns=1&abbucket=13,62244.0,天猫,商家,其他,20-40,上海,上海
1939,1992.0,原装正品Dior/迪奥变色唇膏粉漾魅惑口红持久保湿不脱色001/004,183.0,863.0,香港 新界,芯动力国际海外专营店,//detail.tmall.com/item.htm?id=42218151353&ns=1&abbucket=13,157929.0,天猫,商家,Dior/迪奥,180-200,香港, 新界
1941,1994.0,KATE/凯朵 润彩显色口红长久保湿滋润 豆沙红姨妈色珊瑚色唇膏,129.0,82.0,上海,kate官方旗舰店,//detail.tmall.com/item.htm?id=549952296729&ns=1&abbucket=13,10578.0,天猫,商家,其他,120-140,上海,上海
1942,1995.0,Chanel/香奈儿炫亮魅力印记唇釉6ml 雾面短管液体唇彩口红唇膏154,259.0,56.0,北京,睿美姿化妆品专营店,//detail.tmall.com/item.htm?id=546022384827&ns=1&abbucket=13,14504.0,天猫,商家,Chanel/香奈儿,240-260,北京,北京
1946,1999.0,【直营】Revlon/露华浓丽彩炫亮黑管唇膏口红,79.0,1704.0,浙江 杭州,天猫国际官方直营,//detail.tmall.com/item.htm?id=544519917984&ns=1&abbucket=13,134616.0,天猫,商家,其他,60-80,浙江, 杭州
1950,2003.0,GOPAS/高柏诗亮润贝彩玫瑰精油口红保湿不易沾杯不易脱色防水唇膏,36.0,228.0,上海,京辰恒泰化妆品专营店,//detail.tmall.com/item.htm?id=19785417071&ns=1&abbucket=13,8208.0,天猫,商家,其他,20-40,上海,上海
1961,2014.0,新品 美宝莲金属唇膏绝色持久金属色发财色锦鲤色丝绒哑光口红,109.0,1748.0,上海,美宝莲旗舰店,//detail.tmall.com/item.htm?id=563289933366&ns=1&abbucket=13,190532.0,天猫,商家,Maybelline/美宝莲,100-120,上海,上海
1963,2016.0,蒂诗颜哑光口红正品持久保湿不脱色防水唇膏咬唇学生款可爱非韩国,16.8,13491.0,广东 深圳,蒂诗颜旗舰店,//detail.tmall.com/item.htm?id=544122539537&ns=1&abbucket=13,226648.80000000002,天猫,商家,其他,0-20,广东, 深圳
1968,2021.0,土家硒泥坊胡萝卜素变色唇膏持久补水保湿滋润温变口红咬唇妆女,69.9,224.0,湖北 武汉,土家硒泥坊旗舰店,//detail.tmall.com/item.htm?id=531324720479&ns=1&abbucket=13,15657.600000000002,天猫,商家,其他,60-80,湖北, 武汉
1973,2026.0,【直营】Charlotte Tilbury Matte CT 哑光口红唇膏 3.5g,289.0,506.0,浙江 杭州,天猫国际官方直营,//detail.tmall.com/item.htm?id=547495867809&ns=1&abbucket=13,146234.0,天猫,商家,其他,280-300,浙江, 杭州
1974,2027.0,高柏诗绝色口红正品专柜大红豆沙姨妈玫红源色保湿滋润不易脱色,79.0,262.0,上海,gopas高柏诗美妮兰专卖店,//detail.tmall.com/item.htm?id=537050766726&ns=1&abbucket=13,20698.0,天猫,商家,其他,60-80,上海,上海
1993,2046.0,BOBBI BROWN芭比波朗变色唇膏口红保湿滋润补水防干裂 润唇膏,280.0,252.0,浙江 嘉兴,芭比波朗官方旗舰店,//detail.tmall.com/item.htm?id=539113554849&ns=1&abbucket=13,70560.0,天猫,商家,其他,280-300,浙江, 嘉兴
1994,2047.0,Anna Sui安娜苏口红许愿流星彩唇膏401400持久保湿滋润提亮3g聚,170.0,140.0,香港 九龙,敏婷海外旗舰店,//detail.tmall.com/item.htm?id=522564707026&ns=1&abbucket=13,23800.0,天猫,商家,其他,160-180,香港, 九龙
1995,2048.0,口红正品持久保湿不脱色不沾杯防水豆沙色西柚色学生唇膏抖音同款,59.9,548.0,广东 广州,花美时化妆品旗舰店,//detail.tmall.com/item.htm?id=564612095026&ns=1&abbucket=13,32825.2,天猫,商家,其他,40-60,广东, 广州
1997,2050.0,梦妆花妍保湿唇膏口红水润保湿显色保湿防干润泽持久不易脱色正品,129.0,139.0,浙江 嘉兴,梦妆官方旗舰店,//detail.tmall.com/item.htm?id=540853030320&ns=1&abbucket=13,17931.0,天猫,商家,其他,120-140,浙江, 嘉兴
1999,2052.0,羽西虫草焕颜滋润唇膏不易沾杯不易掉色口红持久保湿不易脱色通勤,150.0,766.0,江苏 苏州,羽西官方旗舰店,//detail.tmall.com/item.htm?id=14432590585&ns=1&abbucket=13,114900.0,天猫,商家,其他,140-160,江苏, 苏州
2003,2056.0,欧莱雅纷泽丰润雾感唇膏限量版balmain口红持久保湿南瓜色正品,145.0,1040.0,江苏 苏州,欧莱雅彩妆旗舰店,//detail.tmall.com/item.htm?id=563490414309&ns=1&abbucket=13,150800.0,天猫,商家,其他,140-160,江苏, 苏州
2012,2065.0,正品朵色dvz丝绒口红持久防水保湿不掉色不沾杯孕妇唇釉专柜套装,78.0,366.0,上海,九维化妆品专营店,//detail.tmall.com/item.htm?id=564924437661&ns=1&abbucket=13,28548.0,天猫,商家,其他,60-80,上海,上海
2017,2070.0,ILISYA雾面哑光唇釉不易脱色持久不易沾杯防水雾面口红染唇液包邮,59.0,247.0,北京,ilisya化妆品旗舰店,//detail.tmall.com/item.htm?id=523778238108&ns=1&abbucket=13,14573.0,天猫,商家,其他,40-60,北京,北京
